rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
42588,42588,5,5,
42589,42589,,,
42590,42590,4,5,
42591,42591,4,5,
42592,42592,5,5,
42594,42594,5,5,
42595,42595,4,3,Driver was very polite
42596,42596,5,5,A bit late to pickup
42597,42597,5,5,"Great ride, on time!"
42599,42599,4,4,Car could be cleaner
42602,42602,4,5,Car could be cleaner
42604,42604,4,5,Smooth trip
42605,42605,,,Car could be cleaner
42606,42606,4,4,Took a longer route than expected
42608,42608,,,
42609,42609,,,Smooth trip
42610,42610,5,4,"Great ride, on time!"
42611,42611,4,5,Excellent service
42612,42612,,,
42613,42613,,,Smooth trip
42614,42614,,,Driver was very polite
42615,42615,4,5,"Great ride, on time!"
42616,42616,,,
42617,42617,4,4,
42618,42618,5,5,Smooth trip
42619,42619,5,5,A bit late to pickup
42620,42620,,,Smooth trip
42621,42621,5,5,Smooth trip
42622,42622,5,5,Excellent service
42623,42623,5,5,
42624,42624,5,5,Car could be cleaner
42625,42625,5,5,"Great ride, on time!"
42627,42627,4,4,Excellent service
42629,42629,5,5,Excellent service
42630,42630,4,4,Car could be cleaner
42631,42631,4,5,
42632,42632,4,5,"Great ride, on time!"
42633,42633,,,Smooth trip
42634,42634,,,
42636,42636,4,5,Driver was very polite
42637,42637,,,
42638,42638,5,4,
42640,42640,5,4,Took a longer route than expected
42641,42641,,,"Great ride, on time!"
42642,42642,4,5,"Great ride, on time!"
42643,42643,4,5,"Great ride, on time!"
42644,42644,,,
42645,42645,5,4,A bit late to pickup
42647,42647,5,5,
42648,42648,,,"Great ride, on time!"
42649,42649,4,5,Smooth trip
42650,42650,5,3,
42651,42651,4,5,A bit late to pickup
42652,42652,4,5,Car could be cleaner
42654,42654,4,5,Smooth trip
42655,42655,5,5,Excellent service
42656,42656,,,Driver was very polite
42657,42657,,,Excellent service
42658,42658,4,4,
42659,42659,4,5,Excellent service
42661,42661,4,4,Smooth trip
42662,42662,5,5,Driver was very polite
42663,42663,3,5,Took a longer route than expected
42664,42664,4,4,"Great ride, on time!"
42665,42665,4,5,
42666,42666,,,Smooth trip
42669,42669,5,4,A bit late to pickup
42670,42670,4,4,Car could be cleaner
42671,42671,4,4,Smooth trip
42672,42672,5,4,
42673,42673,,,Took a longer route than expected
42674,42674,5,5,Driver was very polite
42676,42676,,,
42678,42678,4,5,
42679,42679,3,3,Excellent service
42680,42680,5,5,Smooth trip
42681,42681,4,3,Took a longer route than expected
42683,42683,4,4,Took a longer route than expected
42684,42684,4,3,
42685,42685,4,5,A bit late to pickup
42686,42686,3,4,Took a longer route than expected
42687,42687,5,4,
42688,42688,3,4,
42689,42689,4,5,Smooth trip
42690,42690,4,5,Excellent service
42691,42691,5,4,
42693,42693,,,A bit late to pickup
42694,42694,,,Smooth trip
42695,42695,4,4,Smooth trip
42696,42696,5,4,Took a longer route than expected
42697,42697,4,4,
42698,42698,4,4,
42699,42699,,,Took a longer route than expected
42702,42702,4,4,"Great ride, on time!"
42704,42704,4,5,A bit late to pickup
42705,42705,4,5,"Great ride, on time!"
42706,42706,3,4,Took a longer route than expected
42707,42707,4,5,Excellent service
42708,42708,5,5,
42710,42710,4,5,
42712,42712,5,5,
42713,42713,4,4,A bit late to pickup
42714,42714,3,5,
42715,42715,5,5,
42717,42717,4,4,Excellent service
42718,42718,5,4,Took a longer route than expected
42719,42719,4,5,
42720,42720,,,
42721,42721,3,4,
42722,42722,,,
42723,42723,5,4,Car could be cleaner
42724,42724,5,5,A bit late to pickup
42725,42725,3,4,Excellent service
42726,42726,,,
42727,42727,5,4,Excellent service
42728,42728,4,5,
42729,42729,5,4,"Great ride, on time!"
42731,42731,5,3,
42732,42732,5,4,A bit late to pickup
42733,42733,5,5,
42734,42734,,,Took a longer route than expected
42735,42735,,,
42736,42736,5,5,Excellent service
42737,42737,4,5,Smooth trip
42738,42738,5,4,Smooth trip
42739,42739,4,5,Car could be cleaner
42742,42742,,,
42743,42743,5,4,
42744,42744,5,4,Took a longer route than expected
42745,42745,5,4,
42746,42746,,,Smooth trip
42747,42747,5,3,
42748,42748,5,4,
42749,42749,,,A bit late to pickup
42751,42751,4,5,Smooth trip
42752,42752,5,5,
42754,42754,,,Driver was very polite
42755,42755,5,5,Smooth trip
42756,42756,5,5,
42757,42757,4,4,
42758,42758,5,4,
42759,42759,4,3,
42760,42760,,,Excellent service
42761,42761,3,4,Excellent service
42762,42762,4,5,Car could be cleaner
42763,42763,5,4,
42764,42764,5,5,"Great ride, on time!"
42767,42767,5,5,
42768,42768,4,4,
42770,42770,4,4,Smooth trip
42771,42771,5,5,Car could be cleaner
42772,42772,,,
42774,42774,4,4,"Great ride, on time!"
42775,42775,,,A bit late to pickup
42776,42776,5,4,Driver was very polite
42777,42777,5,4,A bit late to pickup
42778,42778,3,4,Driver was very polite
42779,42779,5,5,Driver was very polite
42781,42781,4,5,
42783,42783,3,4,A bit late to pickup
42784,42784,5,5,Excellent service
42786,42786,5,5,
42787,42787,4,5,A bit late to pickup
42788,42788,5,5,Excellent service
42789,42789,5,4,A bit late to pickup
42792,42792,4,4,"Great ride, on time!"
42793,42793,,,Took a longer route than expected
42795,42795,5,4,"Great ride, on time!"
42796,42796,5,5,Took a longer route than expected
42797,42797,5,5,"Great ride, on time!"
42798,42798,4,5,Car could be cleaner
42799,42799,4,4,Car could be cleaner
42801,42801,,,A bit late to pickup
42802,42802,5,5,Car could be cleaner
42803,42803,4,4,Excellent service
42804,42804,5,4,
42805,42805,4,5,"Great ride, on time!"
42806,42806,5,4,Excellent service
42807,42807,5,5,Smooth trip
42808,42808,5,5,"Great ride, on time!"
42809,42809,,,Driver was very polite
42810,42810,5,4,Car could be cleaner
42811,42811,4,5,
42812,42812,,,"Great ride, on time!"
42814,42814,3,4,
42815,42815,4,4,"Great ride, on time!"
42816,42816,,,A bit late to pickup
42817,42817,4,5,Car could be cleaner
42818,42818,4,5,
42819,42819,,,Excellent service
42820,42820,5,5,
42821,42821,3,5,Took a longer route than expected
42822,42822,5,5,
42823,42823,4,5,
42824,42824,,,"Great ride, on time!"
42827,42827,4,5,
42828,42828,4,4,
42829,42829,,,
42830,42830,5,4,
42831,42831,5,5,"Great ride, on time!"
42832,42832,4,5,A bit late to pickup
42833,42833,4,5,
42834,42834,4,4,A bit late to pickup
42835,42835,5,4,
42836,42836,5,4,
42838,42838,3,5,
42839,42839,,,"Great ride, on time!"
42840,42840,4,5,
42841,42841,5,4,"Great ride, on time!"
42842,42842,5,5,Took a longer route than expected
42844,42844,4,4,Smooth trip
42845,42845,4,4,
42846,42846,4,4,Smooth trip
42847,42847,5,5,Excellent service
42848,42848,4,5,"Great ride, on time!"
42851,42851,4,5,Car could be cleaner
42852,42852,5,4,
42854,42854,5,5,Took a longer route than expected
42855,42855,5,5,
42856,42856,4,4,
42857,42857,5,5,
42858,42858,5,4,Took a longer route than expected
42859,42859,5,5,Excellent service
42860,42860,5,3,
42861,42861,4,5,"Great ride, on time!"
42862,42862,4,5,Car could be cleaner
42863,42863,,,
42865,42865,4,5,Driver was very polite
42866,42866,,,"Great ride, on time!"
42867,42867,,,Smooth trip
42869,42869,4,4,Driver was very polite
42870,42870,4,5,
42871,42871,4,5,Driver was very polite
42872,42872,5,5,Smooth trip
42873,42873,4,5,Driver was very polite
42875,42875,5,5,Car could be cleaner
42876,42876,4,5,
42877,42877,5,4,
42878,42878,5,4,
42881,42881,3,4,Excellent service
42882,42882,5,5,Car could be cleaner
42883,42883,,,Car could be cleaner
42884,42884,4,4,
42885,42885,,,"Great ride, on time!"
42886,42886,4,5,A bit late to pickup
42887,42887,5,5,Took a longer route than expected
42888,42888,5,5,A bit late to pickup
42889,42889,4,5,
42890,42890,3,5,Excellent service
42891,42891,4,4,Driver was very polite
42894,42894,5,4,
42895,42895,5,4,Car could be cleaner
42896,42896,5,5,
42897,42897,4,4,Smooth trip
42898,42898,5,5,Smooth trip
42899,42899,,,Car could be cleaner
42901,42901,,,"Great ride, on time!"
42902,42902,4,4,Smooth trip
42903,42903,4,5,Driver was very polite
42905,42905,5,4,
42906,42906,,,
42907,42907,5,5,Car could be cleaner
42908,42908,,,"Great ride, on time!"
42909,42909,4,4,Smooth trip
42910,42910,5,3,A bit late to pickup
42911,42911,4,5,A bit late to pickup
42914,42914,5,5,Took a longer route than expected
42916,42916,4,5,Driver was very polite
42917,42917,4,3,"Great ride, on time!"
42919,42919,5,5,A bit late to pickup
42920,42920,,,Smooth trip
42921,42921,5,4,Driver was very polite
42923,42923,,,Excellent service
42925,42925,4,4,Excellent service
42926,42926,5,4,"Great ride, on time!"
42927,42927,,,Car could be cleaner
42928,42928,,,
42929,42929,4,4,"Great ride, on time!"
42930,42930,4,4,
42931,42931,5,5,"Great ride, on time!"
42933,42933,5,5,
42934,42934,4,4,
42935,42935,5,5,
42936,42936,4,4,Car could be cleaner
42937,42937,5,5,A bit late to pickup
42939,42939,5,5,Took a longer route than expected
42940,42940,5,4,
42941,42941,4,5,Smooth trip
42942,42942,4,5,
42943,42943,,,Driver was very polite
42945,42945,4,5,Driver was very polite
42946,42946,,,Smooth trip
42947,42947,4,4,Smooth trip
42948,42948,4,4,A bit late to pickup
42949,42949,5,4,
42950,42950,5,4,Driver was very polite
42951,42951,4,4,
42952,42952,5,5,A bit late to pickup
42954,42954,,,Driver was very polite
42955,42955,,,Took a longer route than expected
42957,42957,4,4,Driver was very polite
42959,42959,,,
42960,42960,3,4,Car could be cleaner
42961,42961,5,4,"Great ride, on time!"
42962,42962,,,Car could be cleaner
42965,42965,,,Driver was very polite
42966,42966,,,Excellent service
42967,42967,5,4,
42968,42968,5,4,
42969,42969,,,A bit late to pickup
42970,42970,4,5,
42971,42971,5,4,
42972,42972,4,5,Took a longer route than expected
42973,42973,5,5,Driver was very polite
42974,42974,5,5,Smooth trip
42977,42977,4,4,"Great ride, on time!"
42978,42978,4,4,Driver was very polite
42982,42982,3,5,Driver was very polite
42983,42983,,,"Great ride, on time!"
42984,42984,,,
42985,42985,3,5,
42988,42988,5,4,Excellent service
42989,42989,5,4,
42990,42990,,,Took a longer route than expected
42991,42991,,,Took a longer route than expected
42992,42992,3,5,Took a longer route than expected
42994,42994,,,
42995,42995,5,5,
42996,42996,,,Driver was very polite
42997,42997,,,Smooth trip
42998,42998,5,5,
42999,42999,5,4,A bit late to pickup
43000,43000,4,5,
43001,43001,4,5,Excellent service
43002,43002,5,4,Smooth trip
43003,43003,5,5,Excellent service
43004,43004,4,4,Took a longer route than expected
43007,43007,,,"Great ride, on time!"
43009,43009,,,
43011,43011,,,"Great ride, on time!"
43012,43012,,,"Great ride, on time!"
43013,43013,5,5,A bit late to pickup
43014,43014,4,3,"Great ride, on time!"
43015,43015,5,5,"Great ride, on time!"
43016,43016,3,4,Took a longer route than expected
43018,43018,4,5,Car could be cleaner
43019,43019,5,4,
43020,43020,4,4,"Great ride, on time!"
43021,43021,,,Excellent service
43022,43022,4,4,A bit late to pickup
43023,43023,4,4,
43024,43024,,,Took a longer route than expected
43025,43025,4,5,
43026,43026,5,5,
43027,43027,5,5,A bit late to pickup
43028,43028,5,5,Excellent service
43029,43029,5,5,Smooth trip
43035,43035,4,4,"Great ride, on time!"
43036,43036,5,5,Excellent service
43037,43037,5,5,Car could be cleaner
43038,43038,5,4,
43039,43039,5,5,
43041,43041,4,4,Driver was very polite
43042,43042,4,5,
43043,43043,4,5,
43044,43044,4,5,"Great ride, on time!"
43045,43045,3,5,Smooth trip
43046,43046,3,5,Driver was very polite
43047,43047,4,4,
43048,43048,5,5,Smooth trip
43049,43049,5,5,A bit late to pickup
43050,43050,,,
43052,43052,,,Smooth trip
43053,43053,,,Smooth trip
43054,43054,5,5,
43055,43055,4,4,Car could be cleaner
43056,43056,,,"Great ride, on time!"
43058,43058,,,A bit late to pickup
43060,43060,5,4,Took a longer route than expected
43061,43061,5,4,
43062,43062,5,4,Car could be cleaner
43063,43063,4,4,
43064,43064,5,5,Excellent service
43065,43065,5,5,Smooth trip
43067,43067,5,5,A bit late to pickup
43068,43068,,,Driver was very polite
43069,43069,5,5,
43070,43070,,,Excellent service
43071,43071,,,
43072,43072,,,Took a longer route than expected
43073,43073,5,5,Smooth trip
43074,43074,5,5,Car could be cleaner
43076,43076,5,4,"Great ride, on time!"
43077,43077,4,4,Excellent service
43078,43078,,,
43079,43079,4,4,A bit late to pickup
43080,43080,,,Took a longer route than expected
43081,43081,4,5,
43082,43082,4,5,Car could be cleaner
43083,43083,4,5,Took a longer route than expected
43084,43084,4,4,A bit late to pickup
43085,43085,3,4,Car could be cleaner
43086,43086,5,4,"Great ride, on time!"
43087,43087,5,5,
43089,43089,5,4,Driver was very polite
43091,43091,,,Car could be cleaner
43092,43092,,,Smooth trip
43093,43093,4,3,Smooth trip
43094,43094,4,3,Took a longer route than expected
43095,43095,5,5,
43096,43096,,,Driver was very polite
43097,43097,5,4,
43098,43098,5,4,Car could be cleaner
43099,43099,4,4,A bit late to pickup
43100,43100,4,4,Took a longer route than expected
43101,43101,5,5,
43103,43103,3,5,Car could be cleaner
43104,43104,3,4,"Great ride, on time!"
43105,43105,4,5,"Great ride, on time!"
43106,43106,5,5,
43107,43107,5,4,Took a longer route than expected
43108,43108,4,4,"Great ride, on time!"
43110,43110,4,4,Excellent service
43111,43111,4,5,Excellent service
43112,43112,4,4,A bit late to pickup
43113,43113,3,5,Took a longer route than expected
43114,43114,5,4,
43115,43115,5,5,Took a longer route than expected
43116,43116,,,
43117,43117,3,4,"Great ride, on time!"
43118,43118,,,
43119,43119,5,4,
43120,43120,4,4,
43121,43121,3,4,Took a longer route than expected
43123,43123,3,5,"Great ride, on time!"
43124,43124,4,5,Excellent service
43125,43125,4,4,Excellent service
43127,43127,3,5,Smooth trip
43129,43129,5,5,Excellent service
43130,43130,5,4,Driver was very polite
43131,43131,4,4,Took a longer route than expected
43133,43133,,,Took a longer route than expected
43134,43134,5,5,Took a longer route than expected
43135,43135,3,5,
43137,43137,5,4,Took a longer route than expected
43138,43138,3,4,
43139,43139,5,5,Smooth trip
43142,43142,4,4,
43145,43145,4,5,Excellent service
43146,43146,4,4,
43147,43147,4,4,Smooth trip
43149,43149,4,5,A bit late to pickup
43150,43150,,,Car could be cleaner
43151,43151,3,5,Car could be cleaner
43152,43152,5,4,"Great ride, on time!"
43153,43153,4,4,Car could be cleaner
43154,43154,,,Smooth trip
43155,43155,,,Excellent service
43156,43156,5,4,Car could be cleaner
43157,43157,4,4,Smooth trip
43158,43158,3,5,
43162,43162,3,4,A bit late to pickup
43163,43163,4,5,Driver was very polite
43164,43164,4,4,Car could be cleaner
43165,43165,5,4,Took a longer route than expected
43166,43166,4,3,
43167,43167,5,5,Smooth trip
43169,43169,4,5,Took a longer route than expected
43170,43170,5,5,Car could be cleaner
43171,43171,5,5,"Great ride, on time!"
43174,43174,,,
43175,43175,4,4,
43177,43177,4,5,Excellent service
43179,43179,4,5,Smooth trip
43180,43180,5,5,Took a longer route than expected
43181,43181,5,5,"Great ride, on time!"
43182,43182,3,4,
43183,43183,4,5,A bit late to pickup
43184,43184,4,5,Took a longer route than expected
43185,43185,3,5,"Great ride, on time!"
43186,43186,,,Car could be cleaner
43187,43187,4,4,
43189,43189,3,4,A bit late to pickup
43190,43190,5,5,Driver was very polite
43191,43191,,,Excellent service
43192,43192,3,4,Smooth trip
43193,43193,5,4,Excellent service
43195,43195,,,
43196,43196,5,4,
43198,43198,5,3,
43199,43199,4,4,
43200,43200,5,5,Driver was very polite
43201,43201,4,5,Smooth trip
43202,43202,4,4,Took a longer route than expected
43204,43204,5,5,"Great ride, on time!"
43205,43205,4,4,
43206,43206,4,4,Took a longer route than expected
43208,43208,5,5,Car could be cleaner
43209,43209,5,5,Car could be cleaner
43210,43210,4,4,Smooth trip
43211,43211,5,5,
43212,43212,5,5,Excellent service
43213,43213,3,5,"Great ride, on time!"
43214,43214,5,5,Smooth trip
43216,43216,5,4,
43217,43217,5,4,"Great ride, on time!"
43218,43218,5,4,Excellent service
43219,43219,3,4,A bit late to pickup
43220,43220,5,5,Excellent service
43221,43221,4,5,Smooth trip
43222,43222,,,Driver was very polite
43223,43223,4,5,
43224,43224,4,4,"Great ride, on time!"
43225,43225,5,3,
43226,43226,4,5,
43227,43227,5,4,Smooth trip
43228,43228,5,5,
43229,43229,4,5,
43230,43230,,,Smooth trip
43232,43232,4,4,
43233,43233,,,"Great ride, on time!"
43234,43234,4,4,
43235,43235,4,5,
43236,43236,,,Car could be cleaner
43237,43237,5,5,
43238,43238,,,
43239,43239,,,Excellent service
43241,43241,5,5,"Great ride, on time!"
43242,43242,5,5,Took a longer route than expected
43244,43244,4,5,Smooth trip
43245,43245,4,4,Car could be cleaner
43246,43246,4,5,Smooth trip
43247,43247,5,4,
43249,43249,4,5,Took a longer route than expected
43250,43250,5,4,Car could be cleaner
43252,43252,5,4,Smooth trip
43253,43253,4,5,Took a longer route than expected
43254,43254,,,Took a longer route than expected
43255,43255,4,4,Car could be cleaner
43256,43256,4,4,
43258,43258,4,5,Driver was very polite
43259,43259,4,4,
43261,43261,5,4,
43262,43262,4,3,Smooth trip
43263,43263,4,4,
43264,43264,3,5,"Great ride, on time!"
43266,43266,5,5,Smooth trip
43267,43267,4,4,Driver was very polite
43268,43268,5,5,
43269,43269,3,4,
43271,43271,5,4,Excellent service
43272,43272,5,5,Driver was very polite
43273,43273,4,4,"Great ride, on time!"
43274,43274,4,5,Smooth trip
43275,43275,5,5,
43277,43277,4,5,Took a longer route than expected
43278,43278,4,4,"Great ride, on time!"
43279,43279,4,4,A bit late to pickup
43280,43280,5,5,Excellent service
43281,43281,5,4,
43283,43283,5,4,Car could be cleaner
43284,43284,4,5,"Great ride, on time!"
43285,43285,4,3,Driver was very polite
43287,43287,4,5,Took a longer route than expected
43288,43288,5,4,
43290,43290,5,4,"Great ride, on time!"
43291,43291,4,5,A bit late to pickup
43292,43292,5,4,Smooth trip
43293,43293,,,Car could be cleaner
43294,43294,4,4,Smooth trip
43295,43295,4,4,
43297,43297,5,5,Took a longer route than expected
43298,43298,5,4,
43302,43302,,,Car could be cleaner
43303,43303,5,5,"Great ride, on time!"
